machine learning	100	0.05981277484641207
natural language processing	100	0.03782014845014172
state	1.0000063010343188	0.019965816815788063
performance	1.0000235479852433	0.019227492485384006
short term memory	1.0000404377341203	0.017539621160255564
art performance	1.000006024301065	0.012714500876163057
artificial intelligence	100	0.008407865945733518
large number	1.0000148346996658	0.006267432699559183
representation	1.0000128163785234	0.0061373726558431475
latent dirichlet allocation	1.0001373451970348	0.005706850572284751
data points	1.000043037894777	0.004727584366260065
standard	1.000004936124643	0.004716385656050238
non	1.0000062245320236	0.004548078812789686
term	1.0000052602556826	0.00429652006516037
practice	1.0000018223632718	0.004189171350856852
representation learning	1.0005206878632418	0.003918303872872544
hand	1.0000016759980381	0.0038548252408711252
domain adaptation	1.0002324934199913	0.0037327323398308513
bayesian	1.0000190027892761	0.0036308249163151327
existing	1.0000095545814847	0.003559126526676282
explore	1.0000122014662465	0.0034811614597285516
they	1.0	0.003302804288586164
estimate	1.000003842821339	0.0031591494507423987
experiments show	1.0000248239788785	0.0030981650956510157
cnn	1.0	0.00306852238923592
rate	1.0000040048412113	0.0030483548094172026
theory	1.000009449403892	0.003035731262546567
cases	1.0000065656906234	0.0028904186607160358
detection	1.0000219927019982	0.002888546880522336
years	1.0	0.0027002680424737632
proposed approach	1.0000039454289984	0.002525108181835548
higher level	1.0000482499161165	0.0024487330323313514
model based	1.0001862044357737	0.002405273727833909
small number	1.0	0.0023979033472226754
signal	1.0000083640423756	0.0023100402844642405
promising results	1.0000042654513046	0.0022735576241104914
graphs	1.0000239536830366	0.00200874039538872
units	1.000004370982168	0.0019227464076001953
simulated data	1.0000101120097726	0.0019164122445434338
give	1.0	0.001900241554267955
learning algorithms	1.0001088812389871	0.0018940296243118316
pattern	1.000020525587209	0.0018540152717815776
scene	1.0000024933283496	0.0018088295229160868
input image	1.0000306600725826	0.0017721388641477845
complex data	1.000019333782397	0.0017513262327763614
human pose estimation	1.0000185139286226	0.0017509340512277243
power	1.0000039884120586	0.00174027753814375
step	1.0000007787341156	0.001705822270370398
neural network learning	1.0000312841176997	0.0016691945445828566
dropout	1.000001486213719	0.0016130391277853666
back propagation	1.0000955489192436	0.0016127472789254711
meta learning	1.0000487278328418	0.0015910313772350881
variational	1.00000994490234	0.0015742762771879372
neural network structure	1.0000255046518256	0.001515779488211858
uncertainty	1.0000055659130547	0.0015049854642817798
big data problems	1.0000156676781824	0.0014814037945507243
identification	1.0000061537694922	0.0014806425368636186
better	1.0000011592884266	0.0013588421494649388
variance	1.0000024742885758	0.001331823378163427
evidence	1.0000006091785854	0.0013103331840137126
leverage	1.000000580009699	0.001300973518878373
optimal policy	1.0000130513376226	0.00129467564758491
tree search	1.0000174014172638	0.0012924463676771947
dependencies	1.0000089535854235	0.0012920827478406578
medical images	1.0000147636847703	0.0012803255550527203
other machine learning	1.0000245211908185	0.0012746124658979355
numerical experiments	1.000005509994195	0.001274323168143571
ground	1.000000591683245	0.0012712246450377626
continuous action spaces	1.000004890737532	0.0012711638778424002
natural language generation	1.0000180183661176	0.0012488339913807713
determinantal point processes	1.0000047677999395	0.0012392167896663137
improving	1.0000037835503768	0.0012170342506802611
average	1.0000010535854347	0.0011950181435801909
art classification	1.0000039140444257	0.0011627293467686647
various data sets	1.0000121785549168	0.0011513069033249434
concepts	1.0000037489684193	0.0011482265493619477
testing	1.0000089845610824	0.0011384588691549903
efficient inference	1.0000103719132571	0.001136220905668453
other approaches	1.000004361947808	0.0011348258154020416
neural networks can	1.0000205438677499	0.001125807136849562
databases	100	0.001106543986359257
labeled data	1.0000158164804063	0.0010999458415346028
true	1.0000009505935572	0.0010869540696940452
many fields	1.0000052257731469	0.0010868791379481904
one	1.0	0.0010654206537345698
active feature acquisition	1.0000107319144826	0.0010140271863517771
high level vision	1.0000072443640982	0.0010039159950963688
linear support vector	1.0000125086710274	0.0010001235025056002
identifying	1.0000058217901757	0.0009948850193058304
date	1.0000013696173593	0.0009695393183305276
great importance	1.0000009098249547	0.0009462403888150192
data representation	1.0000099182527262	0.000937042040793583
lower	1.0	0.0009230022902588299
whole	1.0000008228166573	0.0009099460972928434
breast cancer	1.0	0.0008880012984824751
model size	1.00000213617564	0.0008879202487949539
high order	1.000002946352408	0.0008754663612724255
provable guarantees	1.0000100846786348	0.000874215124921951
improvement	1.0000016366532558	0.0008712945780754374
face verification	1.000006770571272	0.0008276932924300121
ell	1.0000011602146892	0.0008245902555146488
attention based	1.00001141910197	0.000807758709695331
world applications	1.000010454622123	0.0008058560230388526
discovery	1.0000007500604362	0.0007973891519634359
domain knowledge	1.000025293158825	0.0007827151459979247
trees	1.0000007317495205	0.0007755138125754625
background knowledge	1.0000018587226447	0.0007725563849763252
will	1.0	0.0007721142354130892
large vocabulary	1.0000172694079767	0.000765076559002914
automatic evaluation metrics	1.0000091164401679	0.0007578402532127296
large scale optimization	1.0000119505169562	0.0007525659881550406
utility	1.0000020872245037	0.0007381527085169474
sparse representations	1.0000095814726895	0.0007380355915354953
policy search	1.0000049255352839	0.0007311576208481224
robust subspace recovery	1.0000013988211955	0.0007267833854230489
relation extraction	1.0000052291753856	0.0007243995751327336
sigmoid belief networks	1.000002782540919	0.0007228667171775784
progress	1.000001018953131	0.0007220053209424036
match	1.0000003297998694	0.0007127983226458885
variational autoencoder	1.0000109324824171	0.0007106608455599118
edge	1.0000023199797003	0.0007017902600173351
propagation	1.0000029677039837	0.0007017391202679651
multiple kernel learning	1.0000124055281026	0.0006968502118860015
human perception	1.0000021820808611	0.0006755144568678464
hierarchical clustering	1.0000058446140847	0.0006750475503940304
trainable parameters	1.0000045447897667	0.0006749313382374647
deep representations	1.0000083820775632	0.0006701755408160246
textual entailment	1.0000306392747023	0.0006696643626368314
limited training	1.0	0.0006674554191227714
squared loss	1.0000051045045293	0.0006634694227489919
initialization	1.0000056525292746	0.0006628729503225744
new object properties	1.000005646607913	0.0006520588021486191
acquire	1.0000023699041667	0.0006401268561286658
feed	1.0000029914891326	0.0006329525943060155
models trained	1.0000045520806806	0.0006305698422497029
proposed algorithms	1.000009545998827	0.00062410847657661
correct	1.0000017089108615	0.0006207364422238228
conclude	1.0000002863230093	0.0006202833760448456
prediction tasks	1.0000035443707733	0.0006136742992740526
modern data	1.0000055786452169	0.0006102709672548625
visual perception	1.0000023358987644	0.0006069466896022625
spike	1.0000011485068372	0.0006059486869546798
meta	1.0000016461068526	0.0005995767620505239
kernel based	1.0000095170726033	0.0005992079108019283
new algorithms	1.0000106563955546	0.0005987433154575226
matrices	1.000001137781309	0.0005978389173894376
parts	1.0000005650271895	0.0005954227168782144
weighted	1.0000010891319917	0.0005950047823429028
small amount	1.0000002779442718	0.0005779946834500586
public	1.0000007949260494	0.000576499108899464
strategies	1.0000010571856093	0.0005565905865347851
makes	1.0000002463478108	0.0005447775858308104
prediction error	1.0000039149110247	0.0005422597144051677
different scenarios	1.0000031249082135	0.0005411974390572716
computational models	1.0000083287686048	0.0005409294423127869
different features	1.0000044088364437	0.0005390830149801741
random walks	1.0000036265453542	0.0005384812061691985
end approach	1.0000015511141402	0.0005372172762962603
empirical studies	1.0000018074315349	0.0005366814941929609
same way	1.0000010300908662	0.0005353155969330518
novel data	1.0000028173491389	0.0005323955921420778
practical use	1.0000007649722114	0.0005300845475996361
real world dataset	1.000006063084466	0.0005248236864362878
phonetic lid systems	1.0000005052556349	0.0005248236864362878
direction	1.0000007408255116	0.000519876925771847
significant reduction	1.0000007499982426	0.0005197562145339802
experiments using	1.0000009959952594	0.0005173979481515047
general problem	1.000004477979172	0.0005172335586393548
specific training data	1.0000041913058983	0.0005122268886806161
cnns can	1.0000014763768832	0.000511372692583723
cross view	1.0000029374169166	0.000508556157769064
big data applications	1.0000068393625894	0.0005074634512816363
natural language utterances	1.000001709836262	0.0005074634512816363
short text classification	1.0000034157584055	0.0005069094617042982
rich user data	1.000007804765593	0.0005067214349471643
conditional density estimation	1.0000024229912088	0.0005033995519268953
probabilistic logic programming	1.000008953170438	0.0005027000138826563
natural scene images	1.000004839541634	0.0005027000138826563
discrete state spaces	1.0000043555864166	0.0005027000138826563
many perception tasks	1.0000016938369078	0.0005027000138826563
linear state space	1.0000019329065668	0.0005019579975481844
offline signature verification	1.000007719999183	0.0005012159812137124
colour image segmentation	1.0000053074930362	0.0005012159812137124
prior class probabilities	1.000002653742997	0.0005012159812137124
single class classification	1.0000024124933427	0.0005012159812137124
off policy evaluation	1.0000009649966386	0.0005012159812137124
action classification	1.0000009633574483	0.0005003330617256275
batch setting	1.0000021623179587	0.0004991213252864295
hierarchical clustering methods	1.000004800290811	0.0004986361145279154
high quality features	1.000002156938344	0.0004979208381404488
complex posterior distributions	1.000001437958379	0.0004979208381404488
test error	1.000004073614556	0.0004978146017939811
standard approach	1.0000011917687976	0.0004956132628320231
artificial decision makers	1.0000061893388537	0.0004945722151731744
large margin classification	1.000003332716161	0.0004945722151731744
internal representation	1.0000049926824868	0.0004942792491196433
necessary	1.0000004499945334	0.0004914412770119817
other data points	1.00000425566591	0.0004912142735080432
creating	1.0000018253576977	0.0004891329992300274
brain decoding	1.0000023541603795	0.0004890659620574309
access	1.000003694107933	0.0004888537806071644
different data sets	1.0000049191263811	0.0004866508015112731
cold start problem	1.0000014017761623	0.0004854252138405212
linear chain crfs	1.0000016340497122	0.0004850027315699136
features can	1.0000053529485329	0.00048351363631342966
much attention	1.0	0.00048244787963509013
attack	1.000002048019159	0.0004823678620064847
new data points	1.0000043986031533	0.000480983479609099
human face images	1.0000036984320042	0.0004802392941709337
general convex problems	1.0000066928359823	0.00047949727783646174
popular image classification	1.0000034618061224	0.00047949727783646174
hundreds	1.000000684815754	0.0004792878229396199
different learning algorithms	1.000008938352415	0.0004761753948161927
different learning	1.0000029543048912	0.0004722730202201803
different parts	1.0000002266438888	0.0004710187191662693
different optimization criteria	1.0000065316958904	0.00046796092465639595
diabetic retinopathy	1.0000001884965914	0.0004667518965799281
public benchmark datasets	1.0000048471186105	0.00045777857445921104
real world benchmark	1.0000030746405073	0.00045631977220859216
dense	1.0000006305962332	0.00045450524866575277
bounded	1.0000025157600516	0.000450323775063187
availability	1.0000025620706698	0.00044907782982014997
inverse problems	1.0000036542008957	0.0004465322762575159
novel training	1.0000002148020293	0.0004465246024971472
dimensions	1.0000014863597262	0.0004443053346620887
